,x_coord,y_coord,위도,경도
0,191535.8389,184655.0025,35.161014005345194,126.90501782387507
1,188524.9878,190341.9737,35.21224339190202,126.871891889423
2,190994.1382,187518.6755,35.18682100857696,126.89904079225397
3,191915.7757,187558.2892,35.187185956271186,126.90915929401348
4,193305.43,186400.2069,35.17675787796676,126.92442621216128
5,187200.7092,189712.3275,35.206552027083774,126.85735761324054
6,188706.0778,189864.3185,35.20794013672575,126.87388732023432
7,187584.4408,186387.9341,35.176592550687836,126.86162198850528
8,190441.3007,185727.1149,35.170667641106846,126.89299192584016
9,191336.5619,187389.9048,35.18566336526049,126.90280171000107
10,191242.3457,187534.5263,35.18696608762343,126.90176575580979
11,192104.8956,186191.3795,35.174866829993114,126.91124887225108
12,188263.1929,186127.0154,35.17424895392748,126.86907696524835
13,191755.4676,185674.7605,35.1702074535977,126.90741816993769
14,191557.7499,185097.1382,35.16499939222384,126.90525376427095
15,187463.1088,189956.7591,35.208758523172,126.86023552153256
16,192056.1456,186459.888,35.17728664654054,126.91071110898227
17,190549.5604,189404.5621,35.20381529052097,126.89413791607721
18,192671.791,187381.1874,35.18559549140225,126.91746140307694
19,190755.6386,189509.3002,35.20476127331273,126.89639978960761
20,190803.1224,185808.8531,35.171407784616676,126.8969627551939
21,188730.6618,190135.349,35.2103833334129,126.87415357832644
22,191272.1265,185893.9231,35.172178771495176,126.90211019263496
23,190053.1665,186628.6365,35.17878972215195,126.88872042025491
24,188955.4112,186008.8113,35.17319140380918,126.87667741778918
25,188920.6383,190011.9829,35.20927350497008,126.87624164632028
26,190265.8607,186855.0092,35.18083222611851,126.89105272723836
27,192124.7642,186383.6591,35.176600100708015,126.91146513485077
28,191690.529,184601.7744,35.16053553096795,126.90671620846601
29,192059.6661,186359.6644,35.1763833085043,126.91075072810416
30,190283.1355,187754.9726,35.18894420441911,126.89123171556302
31,191647.1802,184728.0231,35.161673115739525,126.90623913865565
32,189421.3,186324.3915,35.17604092315537,126.88178760513881
33,191121.3563,183982.8306,35.154951765480696,126.90047582282791
34,189236.5804,186095.1437,35.17397262667391,126.87976279634883
35,192036.7196,186031.8269,35.173428159374794,126.91050201035657
36,190519.7438,184939.9834,35.163573565610456,126.89386209351551
37,190045.9655,185355.2481,35.16731195657527,126.88865680963988
38,191203.2477,186841.1039,35.180715585657964,126.90134392959786
39,191000.8774,188298.418,35.193849265136144,126.89910622188246
40,189067.6461,190508.0812,35.21374667948121,126.87784950797193
41,191935.1427,186845.8997,35.18076499361189,126.90937894321789
42,191365.1233,185702.419,35.17045345517271,126.90313306129335
43,191404.2382,184668.4583,35.16113416602223,126.90357326187845
44,188587.5973,189928.9816,35.208521627746904,126.87258525737273
45,191481.8453,184422.6878,35.15891957093055,126.90442761345345
46,191753.852,185953.8736,35.172723229962834,126.90739762818788
47,190591.9161,185923.275,35.17243716130536,126.89464299393197
48,188587.5973,189928.9816,35.208521627746904,126.87258525737273
49,190332.1963,186818.7701,35.18050622921219,126.89178141602478
50,190350.3105,186654.7202,35.179027741064274,126.89198221066528
51,190755.6386,189509.3002,35.20476127331273,126.89639978960761
52,193196.2405,187763.3946,35.18904423105992,126.92321620466738
53,192835.0986,187278.569,35.18467172783513,126.91925527081268
54,193268.2067,186181.5181,35.174786473373814,126.92401937700542
55,192194.8487,186225.0819,35.17517131443936,126.9122360247955
56,193864.2632,185022.5569,35.16434400023615,126.93057136531532
57,193644.6518,186296.6546,35.17582672938169,126.92815096218568
58,193347.9992,186895.5101,35.18122258148899,126.92488950614674
59,191452.2598,184853.6002,35.162803359509994,126.90409840856972
60,193117.5771,187642.5996,35.18795490612874,126.92235353152302
61,191115.1726,189664.4136,35.20616264783474,126.90034638906505
62,189227.5333,185819.0962,35.171484374134984,126.87966710308626
63,188313.9723,189503.0834,35.20467965284301,126.869586332245
64,193341.6022,186513.716,35.17778123554931,126.92482238359291
65,190858.6763,187704.6646,35.18849618792006,126.89755144791926
66,191992.9145,186166.726,35.17464372338202,126.91001982393507
67,192181.9765,187740.3633,35.188829200912444,126.9120802555849
68,189321.953,190418.2672,35.2129398979671,126.8806436976726
69,190566.2508,185846.843,35.17174799882265,126.89436213652202
70,192362.324,187634.8241,35.18787932176076,126.91406137035632
71,190607.42,186515.8045,35.17777807456161,126.89480640150812
72,190283.7086,190151.6549,35.21054662598456,126.89120959453477
73,190785.7828,187551.0074,35.18711053090075,126.89675284246036
74,187505.5159,189758.2045,35.20696939343635,126.86070426859426
75,192132.3002,186134.7571,35.17435667984275,126.9115502539573
76,188855.8335,190180.0426,35.21078758111173,126.87552765818097
77,191471.9863,187053.8756,35.18263573430448,126.90429204445331
78,192014.3874,187596.1183,35.18752772264632,126.91024161310393
79,189238.5749,186013.602,35.17323767184144,126.87978575970077
80,189476.26,186013.3469,35.17323790216682,126.88239493206541
81,193362.162,186548.5626,35.1780954628019,126.92504780730762
82,192235.7757,186190.0551,35.174855919304214,126.91268564062891
83,188644.2727,190713.9888,35.21559789073204,126.8731968015647
84,190500.5267,186524.0697,35.17785156234117,126.89363282744453
85,191019.9469,186457.6448,35.1772576455407,126.89933577352488
86,190750.5596,186478.8984,35.1774467568628,126.89637820926905
87,190942.4556,185809.6624,35.17141635205514,126.89849223184878
88,192681.7164,187477.0823,35.1864599124187,126.9175695176352
89,191333.6507,184923.4652,35.1634320676283,126.90279581412393
90,191241.5807,184922.1591,35.16341949223547,126.90178525766012
91,190218.928,186857.2916,35.180852340202144,126.89053745200232
92,190823.3958,186689.2888,35.17934378254259,126.89717545041519
93,191328.9689,184868.0112,35.162932191006014,126.90274501222052
94,192899.7232,187377.0986,35.1855602863548,126.9199639275184
95,188956.7901,191280.3701,35.22070643614941,126.87662158336542
96,192351.0092,185387.0503,35.16761891304815,126.91395812898844
97,191950.6543,185940.6389,35.17260554496356,126.90955812786899
98,191023.622,186482.7546,35.17748400582166,126.89937584380789
99,188174.785,188705.7836,35.19749158800745,126.86806931957886
100,193916.0165,185248.2712,35.16637879974482,126.93113774344766
101,187463.1088,189956.7591,35.208758523172,126.86023552153256
102,190576.0765,186859.5798,35.180876397467635,126.89445836183498
103,188071.3924,188996.8151,35.200113560340576,126.8669297679075
104,190898.116,186423.376,35.17694766091332,126.89799869831477
105,190424.5086,186817.6727,35.18049722677036,126.8927948702731
106,193428.8422,186362.8501,35.176421983419324,126.92578131982118
107,190411.6979,186566.4391,35.17823261044658,126.8926571657618
108,192304.6688,185229.5942,35.166199322848264,126.91345094372474
109,189476.26,186013.3469,35.17323790216682,126.88239493206541
110,191937.8334,186600.3009,35.17855131013692,126.9094108993504
111,190898.116,186423.376,35.17694766091332,126.89799869831477
112,187373.7189,186523.9369,35.17781577375895,126.85930662260266
113,191022.1386,187910.8416,35.190356044278204,126.89934392012319
114,187629.3506,189933.5371,35.20855128452428,126.86206157069125
115,189929.4692,187410.7999,35.185838506648174,126.8873528498819
116,190578.9973,189338.0368,35.20321594553406,126.89446194348537
117,192441.1217,186616.5088,35.17870133956164,126.91493592159337
118,340846.4276,272532.4971,35.942943705577996,128.55883746745107
119,345253.2372,267382.1693,35.895900586680646,128.60671906996456
120,344900.8634,266996.085,35.89247457970584,128.60274741435398
121,345685.6245,266163.521,35.8848577370119,128.61128375074074
122,343728.419,265773.3143,35.881631386602855,128.58954623724438
123,346177.0885,267203.058,35.89414957717746,128.61691503016374
124,346657.0397,267160.3977,35.89369352503449,128.62222102742004
125,339616.1379,270352.154,35.92347722398955,128.54482468419474
126,339332.3665,270411.0969,35.924048692079694,128.54169191022012
127,344760.9998,266538.0829,35.88836915579173,128.6011157529947
128,342040.8424,266760.4003,35.89077012161637,128.5710403670409
129,339724.0987,271649.0339,35.93514552411312,128.54624819048487
130,340286.6802,271242.257,35.93140032598138,128.55240858768352
131,345236.6041,267040.7057,35.89282684777763,128.60647269289063
132,345744.9391,267426.3091,35.896225202045244,128.61217123375812
133,346002.5988,267040.4909,35.89271105628701,128.6149533634243
134,345651.4506,267497.1654,35.89687744163049,128.61114907989028
135,341126.5961,267400.8124,35.89667176252509,128.56103169614246
136,345835.5034,267376.401,35.895762108656236,128.61316482717376
137,344840.1817,266169.7887,35.88503952388151,128.60192547442114
138,343324.7618,266348.3234,35.8868707509126,128.58518105826195
139,340394.5137,271314.04,35.9320315540894,128.5536157462564
140,341847.9306,267165.2318,35.89444521659534,128.56897658983812
141,346067.5234,267157.4756,35.893755275220975,128.61569360974485
142,340552.1285,271040.3216,35.92954297949376,128.55531333746347
143,342716.7652,265685.7288,35.880990162360156,128.5783314527907
144,346306.1456,268913.1374,35.90953610384275,128.6186578992793
145,345823.9201,267033.8531,35.89267786937812,128.61297391237716
146,343950.7068,267451.4319,35.89671684525893,128.59230995040213
147,345216.7555,267246.2858,35.894681837272365,128.60629038980574
148,341660.6842,272601.192,35.943444960516224,128.5678706417903
149,345094.6456,266976.9936,35.89227390716542,128.6048893979908
150,340486.0764,272531.8109,35.942989358461546,128.55484509253375
151,339392.5968,270402.2553,35.92396045946939,128.5423574860638
152,340782.7087,272501.7109,35.942675527444635,128.5581260898309
153,340715.5169,272550.5422,35.94312512053735,128.55739033023184
154,339327.311,271034.4484,35.92966525626187,128.54174504453994
155,339685.1231,270594.7423,35.92565288175728,128.54563134723253
156,339548.61,271013.1613,35.92944193914559,128.5441926404143
157,339270.3844,272088.1851,35.93916658493487,128.54129893902797
158,344558.5131,269998.2517,35.91957136241957,128.59950184436406
159,346409.8957,267036.5093,35.89261440298659,128.6194620000426
160,339662.4804,269890.8692,35.91931484737793,128.54525704998187
161,344425.779,270127.6058,35.920756293789715,128.59805524155192
162,345272.0097,267138.741,35.89370478674382,128.6068825528442
163,341835.3097,267800.6451,35.9001715088375,128.5689499315766
164,339941.4461,273378.4489,35.950694855414916,128.54896025261843
165,344393.7081,265198.2389,35.876352773291806,128.5968069184073
166,345799.2277,267483.321,35.896730734884876,128.6127827446595
167,344912.1096,266312.0244,35.88631027902823,128.60274759691958
168,339249.866,270211.6599,35.9222636828091,128.54074322611893
169,344320.86,267342.6845,35.895682682071964,128.596388645137
170,339710.2104,271986.1394,35.93818451817275,128.54615354724933
171,339359.7195,271558.2153,35.934379310839034,128.5421957742843
172,344955.3977,268777.2773,35.90851306998372,128.60367520081326
173,339517.7019,271801.6949,35.93655032100913,128.54398855154335
174,346292.3164,267185.2775,35.89397219514537,128.61818753029922
175,345555.5777,267373.3485,35.895776243146464,128.61006495646131
176,339715.2759,269601.9097,35.916704044551444,128.5457910819887
177,341604.804,266545.7665,35.88889958948316,128.56617466815874
178,346928.3079,266888.2072,35.891200767789776,128.6251742207745
179,338617.9599,267192.6341,35.89515445895187,128.53321884908144
180,344017.5267,265485.3208,35.87899442384354,128.59269467749849
